## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/mapping/trimmomatic/Plasmid_Ko_P3_S63_L002.sorted.bam --OUTPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/markdup/Plasmid_Ko_P3_S63_L002.markdup.bam --METRICS_FILE /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/metrics/Plasmid_Ko_P3_S63_L002_dup_metrics.txt --REMOVE_DUPLICATES false --TMP_DIR /tmp/da.martinez33_439505 --VALIDATION_STRINGENCY SILENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue May 05 21:45:37 COT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1611651	106484035	4170809	4835019	881541	7130403	1524604	0.070567	947289853

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
85.0	9.533851	17	0	12
86.0	9.533923	10	0	11
87.0	9.533987	8	0	12
88.0	9.534044	9	0	8
89.0	9.534096	10	0	7
90.0	9.534142	11	0	12
91.0	9.534182	10	0	9
92.0	9.534219	6	0	7
93.0	9.534252	7	0	6
94.0	9.534281	8	0	9
95.0	9.534307	10	0	7
96.0	9.53433	5	0	3
97.0	9.534351	2	0	3
98.0	9.53437	5	0	7
99.0	9.534387	3	0	2
100.0	9.534402	6	0	5
101.0	0	4	0	6
102.0	0	6	0	5
103.0	0	3	0	2
104.0	0	4	0	1
105.0	0	1	0	3
106.0	0	2	0	1
107.0	0	1	0	4
108.0	0	5	0	2
109.0	0	2	0	5
110.0	0	3	0	2
111.0	0	4	0	2
112.0	0	4	0	4
113.0	0	4	0	2
114.0	0	0	0	2
115.0	0	1	0	2
116.0	0	2	0	3
117.0	0	3	0	1
118.0	0	3	0	3
119.0	0	3	0	2
120.0	0	2	0	1
121.0	0	1	0	2
123.0	0	1	0	1
124.0	0	1	0	1
125.0	0	1	0	0
127.0	0	0	0	1
129.0	0	1	0	0
130.0	0	3	0	3
131.0	0	1	0	1
137.0	0	1	0	1
139.0	0	1	0	1
144.0	0	1	0	1
145.0	0	0	0	1
146.0	0	1	0	0
148.0	0	0	0	1
151.0	0	1	0	0
156.0	0	1	0	1
162.0	0	1	0	1
167.0	0	1	0	1
233.0	0	1	0	1
245.0	0	1	0	1
374.0	0	1	0	1
412.0	0	1	0	1
443.0	0	1	0	1
462.0	0	1	0	1
520.0	0	1	0	1
1023.0	0	1	0	1
1384.0	0	0	0	1
1385.0	0	1	0	0
1635.0	0	1	0	1
1938.0	0	0	0	1
1940.0	0	1	0	0
1980.0	0	0	0	1
1982.0	0	1	0	0
2276.0	0	0	0	1
2277.0	0	1	0	0
2936.0	0	0	0	1
2942.0	0	1	0	0
4944.0	0	0	0	1
4952.0	0	1	0	0

