## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/mapping/trimmomatic/RNP_Cas3_S67_L002.sorted.bam --OUTPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/markdup/RNP_Cas3_S67_L002.markdup.bam --METRICS_FILE /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/metrics/RNP_Cas3_S67_L002_dup_metrics.txt --REMOVE_DUPLICATES false --TMP_DIR /tmp/da.martinez33_439672 --VALIDATION_STRINGENCY SILENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue May 05 21:52:29 COT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	2335933	171623110	6614190	7247405	1372610	11411443	1841353	0.070014	1448896144

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
84.0	9.043205	53	0	47
85.0	9.043253	60	0	56
86.0	9.043296	50	0	46
87.0	9.043334	49	0	40
88.0	9.043368	38	0	41
89.0	9.043398	34	0	41
90.0	9.043425	49	0	42
91.0	9.043449	31	0	28
92.0	9.04347	31	0	24
93.0	9.043488	31	0	39
94.0	9.043505	27	0	26
95.0	9.04352	35	0	35
96.0	9.043533	38	0	32
97.0	9.043544	24	0	15
98.0	9.043555	20	0	29
99.0	9.043564	18	0	22
100.0	9.043572	21	0	21
101.0	0	29	0	22
102.0	0	20	0	15
103.0	0	19	0	18
104.0	0	14	0	17
105.0	0	18	0	18
106.0	0	17	0	22
107.0	0	19	0	18
108.0	0	21	0	19
109.0	0	15	0	11
110.0	0	18	0	17
111.0	0	12	0	15
112.0	0	16	0	9
113.0	0	10	0	5
114.0	0	5	0	7
115.0	0	5	0	11
116.0	0	9	0	6
117.0	0	10	0	11
118.0	0	12	0	13
119.0	0	10	0	7
120.0	0	6	0	8
121.0	0	6	0	7
122.0	0	7	0	8
123.0	0	11	0	8
124.0	0	11	0	11
125.0	0	11	0	5
126.0	0	5	0	5
127.0	0	5	0	10
128.0	0	6	0	6
129.0	0	4	0	4
130.0	0	6	0	4
131.0	0	5	0	6
132.0	0	5	0	5
133.0	0	3	0	4
134.0	0	6	0	2
135.0	0	8	0	7
136.0	0	5	0	4
137.0	0	3	0	1
138.0	0	2	0	4
139.0	0	4	0	5
140.0	0	1	0	2
141.0	0	4	0	1
142.0	0	2	0	5
143.0	0	3	0	0
144.0	0	3	0	4
145.0	0	3	0	3
146.0	0	1	0	1
147.0	0	3	0	4
148.0	0	3	0	1
149.0	0	1	0	3
151.0	0	1	0	2
152.0	0	3	0	3
153.0	0	3	0	1
154.0	0	1	0	0
155.0	0	0	0	1
156.0	0	1	0	3
157.0	0	2	0	0
158.0	0	1	0	2
159.0	0	2	0	1
160.0	0	2	0	1
161.0	0	0	0	1
162.0	0	2	0	1
163.0	0	2	0	0
165.0	0	1	0	1
166.0	0	0	0	1
168.0	0	1	0	2
169.0	0	2	0	1
171.0	0	0	0	2
172.0	0	1	0	2
173.0	0	3	0	1
174.0	0	2	0	1
175.0	0	1	0	0
179.0	0	1	0	1
182.0	0	0	0	2
184.0	0	1	0	0
186.0	0	1	0	0
187.0	0	1	0	3
190.0	0	1	0	0
193.0	0	1	0	0
212.0	0	1	0	2
216.0	0	1	0	0
219.0	0	0	0	1
222.0	0	1	0	0
249.0	0	0	0	1
254.0	0	1	0	0
274.0	0	1	0	1
344.0	0	1	0	1
382.0	0	1	0	1
401.0	0	1	0	1
437.0	0	1	0	1
530.0	0	1	0	1
568.0	0	0	0	1
569.0	0	1	0	0
867.0	0	1	0	1
891.0	0	1	0	1
892.0	0	1	0	1
935.0	0	0	0	1
936.0	0	1	0	0
1155.0	0	0	0	1
1156.0	0	1	0	0
1938.0	0	1	0	1
2845.0	0	0	0	1
2846.0	0	1	0	0
3646.0	0	0	0	1
3647.0	0	1	0	0
5010.0	0	0	0	1
5018.0	0	1	0	0
5181.0	0	0	0	1
5187.0	0	1	0	0
5585.0	0	0	0	1
5594.0	0	1	0	0
7362.0	0	0	0	1
7370.0	0	1	0	0
11587.0	0	0	0	1
11611.0	0	1	0	0

