## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/mapping/trimmomatic/Plasmid_Ko_P2_S62_L002.sorted.bam --OUTPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/markdup/Plasmid_Ko_P2_S62_L002.markdup.bam --METRICS_FILE /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/metrics/Plasmid_Ko_P2_S62_L002_dup_metrics.txt --REMOVE_DUPLICATES false --TMP_DIR /tmp/da.martinez33_439504 --VALIDATION_STRINGENCY SILENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue May 05 21:44:11 COT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1824007	118919465	4701298	5240477	1022741	6881690	1184089	0.061695	1176873341

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
85.0	10.5023	19	0	20
86.0	10.502487	19	0	21
87.0	10.502657	18	0	18
88.0	10.502811	18	0	10
89.0	10.50295	7	0	13
90.0	10.503075	14	0	13
91.0	10.503188	15	0	15
92.0	10.503291	12	0	6
93.0	10.503384	11	0	12
94.0	10.503467	6	0	4
95.0	10.503543	6	0	8
96.0	10.503611	8	0	9
97.0	10.503673	12	0	11
98.0	10.503729	9	0	10
99.0	10.50378	5	0	6
100.0	10.503825	6	0	5
101.0	0	7	0	7
102.0	0	8	0	6
103.0	0	6	0	3
104.0	0	0	0	1
105.0	0	1	0	2
106.0	0	2	0	2
107.0	0	6	0	6
108.0	0	3	0	3
109.0	0	4	0	4
110.0	0	6	0	6
111.0	0	3	0	3
112.0	0	5	0	8
113.0	0	5	0	1
114.0	0	1	0	5
115.0	0	3	0	0
116.0	0	3	0	2
117.0	0	2	0	1
118.0	0	2	0	5
119.0	0	3	0	1
120.0	0	0	0	1
121.0	0	4	0	2
123.0	0	0	0	2
124.0	0	1	0	2
125.0	0	1	0	0
126.0	0	2	0	1
127.0	0	2	0	2
128.0	0	1	0	1
129.0	0	1	0	0
130.0	0	0	0	2
131.0	0	3	0	1
133.0	0	1	0	2
134.0	0	1	0	1
135.0	0	2	0	1
138.0	0	0	0	1
139.0	0	1	0	1
140.0	0	2	0	1
146.0	0	1	0	1
148.0	0	1	0	1
154.0	0	0	0	3
155.0	0	3	0	0
159.0	0	0	0	1
160.0	0	1	0	0
162.0	0	1	0	1
164.0	0	0	0	1
166.0	0	1	0	0
167.0	0	1	0	1
168.0	0	1	0	1
214.0	0	1	0	1
217.0	0	1	0	1
219.0	0	1	0	1
269.0	0	1	0	1
311.0	0	1	0	1
476.0	0	0	0	1
477.0	0	1	0	0
483.0	0	0	0	1
484.0	0	1	0	0
614.0	0	1	0	1
642.0	0	1	0	1
742.0	0	1	0	1
1378.0	0	1	0	1
1947.0	0	1	0	1
2142.0	0	1	0	1
2930.0	0	0	0	1
2931.0	0	1	0	0
2958.0	0	0	0	1
2961.0	0	1	0	0
2995.0	0	0	0	1
2997.0	0	1	0	0
4091.0	0	0	0	1
4094.0	0	1	0	0
6581.0	0	0	0	1
6592.0	0	1	0	0

