## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/mapping/trimmomatic/Only_MNP_C1_S57_L002.sorted.bam --OUTPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/markdup/Only_MNP_C1_S57_L002.markdup.bam --METRICS_FILE /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/metrics/Only_MNP_C1_S57_L002_dup_metrics.txt --REMOVE_DUPLICATES false --TMP_DIR /tmp/da.martinez33_439499 --VALIDATION_STRINGENCY SILENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue May 05 21:16:58 COT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1695973	109437161	4327134	5162485	931608	6787750	1308938	0.065771	1030637777

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
85.0	10.039159	10	0	9
86.0	10.039281	11	0	12
87.0	10.039391	10	0	9
88.0	10.039489	8	0	6
89.0	10.039577	6	0	3
90.0	10.039657	7	0	6
91.0	10.039729	5	0	5
92.0	10.039793	5	0	5
93.0	10.039851	9	0	8
94.0	10.039903	4	0	4
95.0	10.03995	4	0	6
96.0	10.039992	5	0	4
97.0	10.040029	3	0	4
98.0	10.040063	3	0	1
99.0	10.040094	2	0	2
100.0	10.040122	2	0	1
101.0	0	2	0	1
102.0	0	1	0	3
103.0	0	2	0	0
105.0	0	1	0	0
106.0	0	1	0	2
107.0	0	3	0	4
108.0	0	2	0	1
109.0	0	1	0	1
110.0	0	1	0	1
111.0	0	1	0	0
117.0	0	0	0	1
118.0	0	2	0	2
119.0	0	0	0	1
120.0	0	1	0	2
121.0	0	2	0	1
122.0	0	3	0	1
128.0	0	1	0	1
133.0	0	1	0	1
134.0	0	0	0	1
135.0	0	2	0	1
138.0	0	1	0	1
141.0	0	2	0	2
142.0	0	1	0	1
144.0	0	0	0	1
147.0	0	1	0	0
158.0	0	0	0	1
159.0	0	1	0	0
164.0	0	1	0	1
170.0	0	1	0	1
174.0	0	1	0	1
198.0	0	1	0	1
219.0	0	1	0	1
323.0	0	1	0	1
354.0	0	1	0	1
361.0	0	1	0	1
421.0	0	1	0	1
442.0	0	1	0	1
614.0	0	1	0	1
737.0	0	0	0	1
739.0	0	1	0	0
1031.0	0	1	0	1
1061.0	0	1	0	1
1267.0	0	1	0	1
2354.0	0	1	0	1
3224.0	0	0	0	1
3228.0	0	1	0	0
3250.0	0	0	0	1
3251.0	0	1	0	0
3950.0	0	0	0	1
3954.0	0	1	0	0
3970.0	0	1	0	1
4023.0	0	0	0	1
4026.0	0	1	0	0
5400.0	0	0	0	1
5406.0	0	1	0	0
9313.0	0	0	0	1
9327.0	0	1	0	0

