## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/mapping/trimmomatic/Only_MNP_C2_S58_L002.sorted.bam --OUTPUT /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/markdup/Only_MNP_C2_S58_L002.markdup.bam --METRICS_FILE /hpcfs/home/ing_civil/da.martinez33/UBC/off-target_data/gatk/trimmomatic/metrics/Only_MNP_C2_S58_L002_dup_metrics.txt --REMOVE_DUPLICATES false --TMP_DIR /tmp/da.martinez33_439500 --VALIDATION_STRINGENCY SILENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue May 05 21:16:58 COT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1677508	116863694	4570663	5327904	887516	7016600	1266635	0.063383	1123118689

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.010397	104643935	0	105803641
2.0	1.920945	4847032	1232268	3774156
3.0	2.74151	184165	16517	100897
4.0	3.480985	42733	393	40387
5.0	4.147383	23008	32	22611
6.0	4.747926	14665	4	14526
7.0	5.289122	10715	1	10619
8.0	5.776836	8378	0	8317
9.0	6.216353	6982	0	7013
10.0	6.612436	6006	0	5992
11.0	6.969377	5371	0	5328
12.0	7.291044	4671	0	4654
13.0	7.580923	4294	0	4318
14.0	7.842156	3919	0	3904
15.0	8.077573	3471	0	3444
16.0	8.289726	3213	0	3197
17.0	8.480913	2879	0	2919
18.0	8.653207	2631	0	2575
19.0	8.808474	2476	0	2515
20.0	8.948397	2270	0	2195
21.0	9.074493	2023	0	2036
22.0	9.188128	1860	0	1827
23.0	9.290533	1697	0	1684
24.0	9.382818	1509	0	1496
25.0	9.465983	1498	0	1478
26.0	9.54093	1339	0	1326
27.0	9.608471	1183	0	1168
28.0	9.669336	1097	0	1050
29.0	9.724187	939	0	939
30.0	9.773618	919	0	890
31.0	9.818163	836	0	842
32.0	9.858307	777	0	766
33.0	9.894483	663	0	648
34.0	9.927085	649	0	613
35.0	9.956464	552	0	576
36.0	9.982941	571	0	556
37.0	10.0068	507	0	484
38.0	10.028302	452	0	469
39.0	10.047679	445	0	404
40.0	10.065142	351	0	356
41.0	10.080878	319	0	318
42.0	10.09506	304	0	283
43.0	10.10784	270	0	258
44.0	10.119357	257	0	245
45.0	10.129736	225	0	215
46.0	10.139089	198	0	211
47.0	10.147518	230	0	202
48.0	10.155114	153	0	161
49.0	10.161959	158	0	151
50.0	10.168128	149	0	149
51.0	10.173687	154	0	153
52.0	10.178697	146	0	136
53.0	10.183212	128	0	130
54.0	10.18728	122	0	108
55.0	10.190947	106	0	130
56.0	10.194251	117	0	104
57.0	10.197229	105	0	101
58.0	10.199912	87	0	78
59.0	10.20233	68	0	74
60.0	10.204509	76	0	61
61.0	10.206473	73	0	65
62.0	10.208243	50	0	53
63.0	10.209838	64	0	57
64.0	10.211275	47	0	64
65.0	10.212571	49	0	38
66.0	10.213738	39	0	43
67.0	10.21479	43	0	35
68.0	10.215738	40	0	40
69.0	10.216592	38	0	41
70.0	10.217362	31	0	28
71.0	10.218056	35	0	36
72.0	10.218681	37	0	39
73.0	10.219244	31	0	27
74.0	10.219752	31	0	25
75.0	10.22021	28	0	28
76.0	10.220622	20	0	18
77.0	10.220994	20	0	22
78.0	10.221328	22	0	23
79.0	10.22163	24	0	22
80.0	10.221902	17	0	16
81.0	10.222147	15	0	20
82.0	10.222368	17	0	17
83.0	10.222567	22	0	18
84.0	10.222747	15	0	15
85.0	10.222908	15	0	9
86.0	10.223054	17	0	20
87.0	10.223185	9	0	7
88.0	10.223304	12	0	8
89.0	10.22341	8	0	11
90.0	10.223506	13	0	13
91.0	10.223593	9	0	9
92.0	10.223671	11	0	8
93.0	10.223741	4	0	6
94.0	10.223804	11	0	8
95.0	10.223862	8	0	8
96.0	10.223913	4	0	2
97.0	10.223959	4	0	10
98.0	10.224001	6	0	4
99.0	10.224039	6	0	4
100.0	10.224073	3	0	4
101.0	0	6	0	4
102.0	0	6	0	7
103.0	0	3	0	4
104.0	0	5	0	6
105.0	0	3	0	3
106.0	0	6	0	2
107.0	0	3	0	4
108.0	0	2	0	5
109.0	0	4	0	3
110.0	0	3	0	1
111.0	0	2	0	3
112.0	0	4	0	2
113.0	0	1	0	1
114.0	0	2	0	1
115.0	0	0	0	3
116.0	0	1	0	2
117.0	0	1	0	1
118.0	0	2	0	0
119.0	0	3	0	2
120.0	0	1	0	3
121.0	0	1	0	0
123.0	0	3	0	1
124.0	0	0	0	1
125.0	0	2	0	1
129.0	0	1	0	3
130.0	0	2	0	0
132.0	0	0	0	1
133.0	0	1	0	1
134.0	0	1	0	0
139.0	0	1	0	1
140.0	0	0	0	2
141.0	0	2	0	0
147.0	0	0	0	1
148.0	0	0	0	1
150.0	0	2	0	0
152.0	0	0	0	1
153.0	0	1	0	1
154.0	0	1	0	0
213.0	0	1	0	1
236.0	0	1	0	1
266.0	0	1	0	1
289.0	0	1	0	1
445.0	0	1	0	1
457.0	0	0	0	1
458.0	0	1	0	0
518.0	0	1	0	1
572.0	0	1	0	1
607.0	0	1	0	1
1130.0	0	1	0	1
1631.0	0	0	0	1
1633.0	0	1	0	0
1948.0	0	1	0	1
2576.0	0	0	0	1
2579.0	0	1	0	0
2597.0	0	0	0	1
2599.0	0	1	0	0
2831.0	0	0	0	1
2835.0	0	1	0	0
3764.0	0	0	0	1
