Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R1_paired	(1, 0.0)	(2, 0.007988455399809167)	(3, 0.020631807117233572)	(4, 0.044452626536271966)	(5, 0.0)	(6, 0.0003838247840840634)	(7, 0.19586987056048147)	(8, 0.0)	(9, 0.16597236982576324)	(10, 0.09022397703283958)	(15, 0.12055887469171826)	(20, 0.05052473462048185)	(25, 0.1470070155902359)	(30, 0.12776138759747954)	(35, 0.13471531270691064)	(40, 0.04589907431833514)	(45, 0.187359903443404)	(50, 0.01429607220590552)	(55, 0.05350079800436191)	(60, 0.16649865796326252)	(65, 0.06293981635612063)	(70, 0.11016401857973446)	(75, 0.004177015481353174)	(80, 0.02744681437556729)	(85, 0.03920039410782575)	(90, 0.0024303463331835358)	(95, 0.030993355829527256)	(100, 0.01078129179657397)	(105, 0.05515815011002883)	(110, 0.020796180436999923)	(115, 0.12904643321615344)	(120, 0.1783068110663367)	(125, 0.07458250341920367)	(130, 0.011902768711180905)	(135, 0.0689965018733547)	(140, 0.13742548369946017)	(145, 0.02826730189544829)	(150, 0.08715672418681748)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R1_unpaired	(1, 0.0)	(2, 0.005903011165348852)	(3, 0.014875588136679108)	(4, 0.03738573738054273)	(5, 0.0)	(6, 0.00047224089322790816)	(7, 0.13254227736596624)	(8, 0.0)	(9, 0.11624996654960339)	(10, 0.06562574279557164)	(15, 0.09197678463768892)	(20, 0.03869227051847328)	(25, 0.1558237534021021)	(30, 0.16630750123176166)	(35, 0.14165652660526484)	(40, 0.04956955242582276)	(45, 0.17528007820309194)	(50, 0.019405311804771494)	(55, 0.048060568151085156)	(60, 0.14858941913986937)	(65, 0.06141634252939613)	(70, 0.11027162179769463)	(75, 0.006390782361573823)	(80, 0.026653548018599073)	(85, 0.04340899925248519)	(90, 0.0052026216436906955)	(95, 0.032335338605661006)	(100, 0.012382485450579595)	(105, 0.05228704804284711)	(110, 0.024197149305197396)	(115, 0.11375678279463618)	(120, 0.18444769815691373)	(125, 0.07170723912766366)	(130, 0.015974922985149284)	(135, 0.06570677429022863)	(140, 0.13188393408402535)	(145, 0.031237226370190066)	(150, 0.07451683814410491)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R2_paired	(1, 0.0)	(2, 0.032096735082672224)	(3, 0.001857875284662222)	(4, 0.0005136718918912253)	(5, 0.17449164673547587)	(6, 0.004863141679192762)	(7, 0.0019362735384325837)	(8, 0.005220017063543263)	(9, 0.002728422560903949)	(10, 0.0019088341496129573)	(15, 0.0065072183926353925)	(20, 0.03436685451841027)	(25, 0.02021384642682033)	(30, 0.09737014119370341)	(35, 0.0023592974494018285)	(40, 0.018090723716901718)	(45, 0.04488463358048573)	(50, 0.003476514702262361)	(55, 0.030376506250103602)	(60, 0.0024515987229099282)	(65, 0.028452164006162125)	(70, 0.10286095171092498)	(75, 0.11378311340260465)	(80, 0.053730581810013764)	(85, 0.031327266423394014)	(90, 0.07084328370173681)	(95, 0.0037840688467887028)	(100, 0.004480104537813973)	(105, 0.01416951879837603)	(110, 0.055915627010613686)	(115, 0.026392747991205785)	(120, 0.02734261016934866)	(125, 0.010545953791383225)	(130, 0.052237942444846044)	(135, 0.01974024730241713)	(140, 0.05293105681462748)	(145, 0.028874796996520524)	(150, 5.419665472955237e-05)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P2_S62_L002_R2_unpaired	(1, 0.0)	(2, 0.035222252412724295)	(3, 0.05669105388333719)	(4, 0.15631971070790018)	(5, 0.30995582123197374)	(6, 0.010734400735306451)	(7, 0.0013418000919133064)	(8, 0.011405300781263103)	(9, 0.026836001838266125)	(10, 0.045688293129648075)	(15, 0.11405300781263104)	(20, 0.04555411312045675)	(25, 0.018986471300573283)	(30, 0.10922252748174312)	(35, 0.04300469294582147)	(40, 0.08299033568483799)	(45, 0.04897570335483568)	(50, 0.06790810537063066)	(55, 0.051959732936658946)	(60, 0.05263718654943486)	(65, 0.031750364554525144)	(70, 0.10532566593649637)	(75, 0.14003429986931615)	(80, 0.10409761976498946)	(85, 0.12097356223608631)	(90, 0.06538764815719036)	(95, 0.015361380392451919)	(100, 0.036180971506691494)	(105, 0.08177632968874386)	(110, 0.0584463987995321)	(115, 0.03296946337059732)	(120, 0.030006666300934445)	(125, 0.02318671099024898)	(130, 0.10453162867240587)	(135, 0.029003937842330133)	(140, 0.07670625923075323)	(145, 0.03206594018913648)	(150, 0.00235249281901567)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R1_paired	(1, 0.0)	(2, 0.008590124802007377)	(3, 0.021128024489147815)	(4, 0.044740841020981546)	(5, 0.0)	(6, 0.00043297000010117826)	(7, 0.19510813175085684)	(8, 0.0)	(9, 0.1625588144169348)	(10, 0.09000215755787419)	(15, 0.12088704705982833)	(20, 0.05000612082852775)	(25, 0.14490348278333534)	(30, 0.12602362083787078)	(35, 0.13311393755952766)	(40, 0.045153575370551674)	(45, 0.1857437654370896)	(50, 0.014433664886116554)	(55, 0.05318161173228104)	(60, 0.163712744246385)	(65, 0.06310884302568474)	(70, 0.11057152940945428)	(75, 0.0043407709831179185)	(80, 0.027143829486302104)	(85, 0.03872215712716946)	(90, 0.002515743864090724)	(95, 0.030552473591744168)	(100, 0.010789224252499147)	(105, 0.05429113077747227)	(110, 0.020813679479777067)	(115, 0.1271863698676002)	(120, 0.1773938208152955)	(125, 0.07426713916205131)	(130, 0.011825156077003908)	(135, 0.0687136896169663)	(140, 0.13614849452422892)	(145, 0.02787403553365163)	(150, 0.08473124003366957)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R1_unpaired	(1, 0.0)	(2, 0.0064188915109268255)	(3, 0.014709959712540643)	(4, 0.03886995414950133)	(5, 0.0)	(6, 0.0007132101678807585)	(7, 0.13426181410355278)	(8, 0.0)	(9, 0.11643155990653381)	(10, 0.06663165993425986)	(15, 0.09976027223232108)	(20, 0.036908626187829245)	(25, 0.1644840949674999)	(30, 0.17890877061288823)	(35, 0.1395573996000674)	(40, 0.04906885955019617)	(45, 0.1719014807134598)	(50, 0.018404374757512953)	(55, 0.04787952140798813)	(60, 0.14999060837358513)	(65, 0.062323479465833755)	(70, 0.10789706335032011)	(75, 0.006343740602742465)	(80, 0.026480313529969088)	(85, 0.04094118091320219)	(90, 0.005010430629034319)	(95, 0.03061169766133676)	(100, 0.012660045055562218)	(105, 0.05173390020761108)	(110, 0.02317439593475467)	(115, 0.11572415280587228)	(120, 0.19020718307771345)	(125, 0.07062245082395587)	(130, 0.015314127962300899)	(135, 0.06399930385995153)	(140, 0.13373450208348886)	(145, 0.030421051283510133)	(150, 0.07598016055272683)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R2_paired	(1, 0.0)	(2, 0.031967770260101946)	(3, 0.0020664062952197287)	(4, 0.0005232100632801607)	(5, 0.17111156707156502)	(6, 0.004987814401165573)	(7, 0.00198345835835824)	(8, 0.005392527411786464)	(9, 0.002915027495418038)	(10, 0.0019256682572921036)	(15, 0.00664823156365885)	(20, 0.03493457185237418)	(25, 0.019741062063560542)	(30, 0.09608743696982254)	(35, 0.0024720308216303064)	(40, 0.018485357911688156)	(45, 0.04534389986743826)	(50, 0.0036689159990740913)	(55, 0.030394720183495455)	(60, 0.0025280785498037143)	(65, 0.02811604867428299)	(70, 0.101821511919828)	(75, 0.11182018203616748)	(80, 0.053020639738521586)	(85, 0.03151536921782189)	(90, 0.0697561545788088)	(95, 0.003901058190103529)	(100, 0.004641091354232324)	(105, 0.014336523339447687)	(110, 0.05508039836370497)	(115, 0.026133491660502637)	(120, 0.027914144149631538)	(125, 0.010531940040907423)	(130, 0.05298366209315873)	(135, 0.019711359324876783)	(140, 0.05221887639977613)	(145, 0.028606687039932095)	(150, 6.0150658602719004e-05)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P3_S63_L002_R2_unpaired	(1, 0.0)	(2, 0.031669317250827875)	(3, 0.04819243929473808)	(4, 0.15318311061541745)	(5, 0.31807009934527125)	(6, 0.010326951277443873)	(7, 0.0017211585462406456)	(8, 0.008950024440451357)	(9, 0.029603926995339102)	(10, 0.04447473683485828)	(15, 0.11001645427570206)	(20, 0.04654012709034706)	(25, 0.019827746452692238)	(30, 0.10567913473917563)	(35, 0.04199626852827175)	(40, 0.07931098581076895)	(45, 0.04943167344803134)	(50, 0.0669604210371147)	(55, 0.04612808801922573)	(60, 0.05153942220600358)	(65, 0.032157604866023565)	(70, 0.10031656286793739)	(75, 0.14166457020488055)	(80, 0.09937834019480024)	(85, 0.11243794381579457)	(90, 0.06441481861299833)	(95, 0.01615405284079978)	(100, 0.03494330141022943)	(105, 0.07614181517094462)	(110, 0.05624945792532127)	(115, 0.034324133954404264)	(120, 0.03091472272766024)	(125, 0.022378923060043434)	(130, 0.09858608193383642)	(135, 0.028290707481201802)	(140, 0.07289618989322641)	(145, 0.031350924988595534)	(150, 0.0021941426143940635)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R1_paired	(1, 0.0)	(2, 0.008413536135333301)	(3, 0.02078623552526772)	(4, 0.044624168949637506)	(5, 0.0)	(6, 0.00040052487528028253)	(7, 0.19338564339029762)	(8, 0.0)	(9, 0.16292396699711897)	(10, 0.08935123424798719)	(15, 0.12037046137759157)	(20, 0.04994528436382142)	(25, 0.1448472235988519)	(30, 0.12593055104790504)	(35, 0.13277600715897156)	(40, 0.04538617171444899)	(45, 0.18550116877431988)	(50, 0.014482193326930624)	(55, 0.053020440199756325)	(60, 0.16433894136557495)	(65, 0.06307848521441334)	(70, 0.109924097207258)	(75, 0.004241324352041124)	(80, 0.027108820688141664)	(85, 0.03885921101690787)	(90, 0.0024620121415710686)	(95, 0.03033870770572559)	(100, 0.010778110720764355)	(105, 0.05441509273287126)	(110, 0.020602648395207555)	(115, 0.12696193860986846)	(120, 0.17693664163693065)	(125, 0.0739644247349651)	(130, 0.011876872794466739)	(135, 0.0685429482861416)	(140, 0.13636255000361897)	(145, 0.028094316903476402)	(150, 0.08532898140110613)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R1_unpaired	(1, 0.0)	(2, 0.005236181337405168)	(3, 0.012076998891111919)	(4, 0.0365688148241361)	(5, 0.0)	(6, 0.0008445453770008335)	(7, 0.13115789704822944)	(8, 0.0)	(9, 0.10995980808550852)	(10, 0.06116197620240037)	(15, 0.09043391896924927)	(20, 0.03538645129633493)	(25, 0.17034480254106812)	(30, 0.18260760141512025)	(35, 0.13909662359203728)	(40, 0.048003959228727376)	(45, 0.16926378445850707)	(50, 0.019572993004310132)	(55, 0.047266863626249864)	(60, 0.14689189511059836)	(65, 0.06320786969616807)	(70, 0.11016132071400449)	(75, 0.006131993857248259)	(80, 0.025579097933393403)	(85, 0.04123933320012664)	(90, 0.005611084854504569)	(95, 0.03133913224724387)	(100, 0.012651375010114558)	(105, 0.05037131663277823)	(110, 0.022518471976548916)	(115, 0.11028390221939903)	(120, 0.18581164680265894)	(125, 0.07218910053195338)	(130, 0.016326243655516257)	(135, 0.06478510025273071)	(140, 0.1293256888889593)	(145, 0.030133793244286743)	(150, 0.07362628642359657)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R2_paired	(1, 0.0)	(2, 0.03229839297605391)	(3, 0.0019724593230330237)	(4, 0.0005203471706047185)	(5, 0.17117327117522435)	(6, 0.005006560941003532)	(7, 0.001974135159331267)	(8, 0.005392841207748742)	(9, 0.002706475621663834)	(10, 0.0019218490668260588)	(15, 0.006584025648540478)	(20, 0.034866779686742455)	(25, 0.019624043052435602)	(30, 0.09607804114913804)	(35, 0.0023966134901185444)	(40, 0.01840822381805968)	(45, 0.044979446244865204)	(50, 0.003557360773759192)	(55, 0.0304108856149342)	(60, 0.0024873769814454856)	(65, 0.027931626553528127)	(70, 0.10129424686708441)	(75, 0.11225149403173709)	(80, 0.05315307057092383)	(85, 0.03126156064815985)	(90, 0.06990701437922031)	(95, 0.003867628377757412)	(100, 0.004552765364349568)	(105, 0.014149948894542791)	(110, 0.05506663599679015)	(115, 0.02612238705536646)	(120, 0.027853461071690375)	(125, 0.010534501872868654)	(130, 0.05289800805262493)	(135, 0.019580436309274273)	(140, 0.05227510669877162)	(145, 0.02854180334097967)	(150, 6.556571507334093e-05)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P4_S64_L002_R2_unpaired	(1, 0.0)	(2, 0.030773570631755762)	(3, 0.04936593622177487)	(4, 0.1269409788559925)	(5, 0.30356845196117405)	(6, 0.012181205041736655)	(7, 0.0016027901370706127)	(8, 0.012501763069150778)	(9, 0.02308017797381682)	(10, 0.0382105168677634)	(15, 0.09456461808716614)	(20, 0.04583979792021951)	(25, 0.019554039672261474)	(30, 0.10174511790124248)	(35, 0.03564605264845042)	(40, 0.07212555616817756)	(45, 0.04878893177242945)	(50, 0.057391649806117155)	(55, 0.04651732158158894)	(60, 0.04449260538299761)	(65, 0.031149049232000594)	(70, 0.10457397472037827)	(75, 0.14058240061861943)	(80, 0.09427286910497036)	(85, 0.10380121664681836)	(90, 0.06701568196610963)	(95, 0.01592043387688098)	(100, 0.03450705456447005)	(105, 0.07486412123525031)	(110, 0.057612611244891754)	(115, 0.030634166624666094)	(120, 0.03010572845110806)	(125, 0.021895947559205597)	(130, 0.09829089385315765)	(135, 0.028940728237517872)	(140, 0.07182345214233166)	(145, 0.030638000689984565)	(150, 0.0031525354266168566)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R1_paired	(1, 0.0)	(2, 0.008158919440556626)	(3, 0.02046782202889913)	(4, 0.04438488078498627)	(5, 0.0)	(6, 0.0004154471002263629)	(7, 0.19407149679185404)	(8, 0.0)	(9, 0.1627366557061079)	(10, 0.08842086294043058)	(15, 0.12069558897823203)	(20, 0.0495111646183041)	(25, 0.1437404652726711)	(30, 0.12497418121290896)	(35, 0.1325118533693308)	(40, 0.04525411408512038)	(45, 0.1843223381732087)	(50, 0.014187374732123751)	(55, 0.05258556556872518)	(60, 0.1633994056289827)	(65, 0.06288100452620221)	(70, 0.11009422555064596)	(75, 0.004198979624799292)	(80, 0.027119199526032835)	(85, 0.03873719537981135)	(90, 0.002442222576130537)	(95, 0.03034983407697108)	(100, 0.010869562579608387)	(105, 0.05431623608250362)	(110, 0.020563417603029897)	(115, 0.12687010606764135)	(120, 0.17706430737468934)	(125, 0.07391082371466492)	(130, 0.011685879572042656)	(135, 0.06873056252748387)	(140, 0.13625986735575152)	(145, 0.027583142658082045)	(150, 0.08563339252722257)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R1_unpaired	(1, 0.0)	(2, 0.006660479268168947)	(3, 0.013756690824909693)	(4, 0.034547345736764164)	(5, 0.0)	(6, 0.0011204544563274865)	(7, 0.143978397638082)	(8, 0.0)	(9, 0.1249929193503107)	(10, 0.06644294926021994)	(15, 0.09520128030595876)	(20, 0.03874282520101264)	(25, 0.16485619900765083)	(30, 0.1741310720072506)	(35, 0.13670789316591253)	(40, 0.047718910345591725)	(45, 0.17354594579116844)	(50, 0.018580931962529038)	(55, 0.04774671643379295)	(60, 0.15105865557796536)	(65, 0.062373517323606256)	(70, 0.10872740022859165)	(75, 0.005615606978887417)	(80, 0.02528518234094503)	(85, 0.041210839210174884)	(90, 0.004589436030776597)	(95, 0.030063716161767385)	(100, 0.011045201125359089)	(105, 0.05128256391457544)	(110, 0.022644577981145598)	(115, 0.11335103784443276)	(120, 0.187619461156014)	(125, 0.07128166513070647)	(130, 0.015516965073827119)	(135, 0.06430571082756645)	(140, 0.1319113897463987)	(145, 0.030914822686444864)	(150, 0.07599194823090745)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R2_paired	(1, 0.0)	(2, 0.03244654675209259)	(3, 0.0019656802612562168)	(4, 0.0005250789738972086)	(5, 0.17133666712962092)	(6, 0.0050238325268113886)	(7, 0.0019092615192501676)	(8, 0.005320030922343147)	(9, 0.0027183575693823744)	(10, 0.0019068252553908157)	(15, 0.006626509473024138)	(20, 0.0352036280943973)	(25, 0.019913507888689695)	(30, 0.09594225059631886)	(35, 0.0023898466216107873)	(40, 0.01813182966102139)	(45, 0.04526116642787113)	(50, 0.0035692799044294366)	(55, 0.030529329366883746)	(60, 0.002469634486454253)	(65, 0.027799167618959515)	(70, 0.1019113228343406)	(75, 0.11065959954280695)	(80, 0.05244429632338466)	(85, 0.03098978407646252)	(90, 0.06966331040368534)	(95, 0.003843346901041611)	(100, 0.0045701022437115)	(105, 0.014058990807847675)	(110, 0.05567806955935985)	(115, 0.026304186572783696)	(120, 0.028260796818580593)	(125, 0.010237479592159204)	(130, 0.05278500096031817)	(135, 0.019870806978801035)	(140, 0.05239457135357747)	(145, 0.028982308651448695)	(150, 4.915785063230044e-05)
trimmed_trimmomatic | fastqc_results | RNP_Cas1_S65_L002_R2_unpaired	(1, 0.0)	(2, 0.02984838550848128)	(3, 0.057910970174574784)	(4, 0.16378344868756392)	(5, 0.3196583507874106)	(6, 0.011990377084603591)	(7, 0.0017858008423877688)	(8, 0.012755720302769778)	(9, 0.029593271102425885)	(10, 0.04760434816993681)	(15, 0.1145463683188726)	(20, 0.04852276003173623)	(25, 0.02056222112806488)	(30, 0.10709702766205506)	(35, 0.04428786089121667)	(40, 0.08571844043461291)	(45, 0.04801253121962544)	(50, 0.07169879301026842)	(55, 0.04658036506178207)	(60, 0.053874400278753114)	(65, 0.03143341273544363)	(70, 0.1091921115357471)	(75, 0.14831862356710798)	(80, 0.1052635190149027)	(85, 0.12403884386523586)	(90, 0.06734583997054867)	(95, 0.017184695037071967)	(100, 0.03611464232058246)	(105, 0.08616983312892103)	(110, 0.05728876308632431)	(115, 0.03363572263235657)	(120, 0.029522181292630907)	(125, 0.024043384952403)	(130, 0.10549051805995101)	(135, 0.025880823671807805)	(140, 0.07490764228195917)	(145, 0.030437130122701335)	(150, 0.002124156975200467)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R1_paired	(1, 0.0)	(2, 0.008099723086437976)	(3, 0.02056438233330932)	(4, 0.044663748176828756)	(5, 0.0)	(6, 0.00038074427135662383)	(7, 0.1953322904060771)	(8, 0.0)	(9, 0.16390796367232977)	(10, 0.08980632593822234)	(15, 0.12117965389800815)	(20, 0.05013458925755118)	(25, 0.14569567273865988)	(30, 0.12634506122563496)	(35, 0.13402449852556259)	(40, 0.04570160815761298)	(45, 0.18673641212419423)	(50, 0.014367900082057548)	(55, 0.05320684929325099)	(60, 0.1652793362721882)	(65, 0.06329661333554927)	(70, 0.11052314608501453)	(75, 0.004235035381382764)	(80, 0.027368434534717215)	(85, 0.0390205055889559)	(90, 0.002433663097656029)	(95, 0.03068055042184302)	(100, 0.01077778695225461)	(105, 0.05483077990240312)	(110, 0.020761903720649916)	(115, 0.12798396907255913)	(120, 0.17822100951445985)	(125, 0.07429757731819765)	(130, 0.011833026830370444)	(135, 0.06902431038025568)	(140, 0.13718116020965399)	(145, 0.027958404373144213)	(150, 0.08620258123046413)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R1_unpaired	(1, 0.0)	(2, 0.005017359356703863)	(3, 0.014062739605409418)	(4, 0.037100192426331384)	(5, 0.0)	(6, 0.0004946692323510851)	(7, 0.13384336086756501)	(8, 0.0)	(9, 0.11320858717520547)	(10, 0.06470273559152194)	(15, 0.09217807809696506)	(20, 0.03702952539313837)	(25, 0.15624481038974988)	(30, 0.1649651222857676)	(35, 0.13789964857284395)	(40, 0.048293850484104506)	(45, 0.17702091814849547)	(50, 0.01922890937290039)	(55, 0.04706997319339164)	(60, 0.1506694895882122)	(65, 0.06116710179430843)	(70, 0.10873092886664441)	(75, 0.006021089089202435)	(80, 0.025535281448663356)	(85, 0.041964799852742256)	(90, 0.004884463244337287)	(95, 0.02976485762476436)	(100, 0.011603024958512167)	(105, 0.05171383190223305)	(110, 0.023254510726044134)	(115, 0.1109557921379258)	(120, 0.18171462449259285)	(125, 0.07423203497383757)	(130, 0.016336550531654552)	(135, 0.06253282194360996)	(140, 0.13296906587580662)	(145, 0.03074919329075872)	(150, 0.07556977121938563)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R2_paired	(1, 0.0)	(2, 0.03273562397656639)	(3, 0.001953322904060771)	(4, 0.000487632112673254)	(5, 0.1730702776518566)	(6, 0.004931511580745702)	(7, 0.001957514584112404)	(8, 0.005203272170759879)	(9, 0.00269734611322555)	(10, 0.0019267755970670982)	(15, 0.006550478139354583)	(20, 0.03477864883373209)	(25, 0.019963155691236825)	(30, 0.09669269737238109)	(35, 0.002392750696140251)	(40, 0.018415028525500532)	(45, 0.04527293901099936)	(50, 0.003512975062845476)	(55, 0.030515718922310187)	(60, 0.002463925425869658)	(65, 0.02820346850858051)	(70, 0.10236192220028587)	(75, 0.11244636020556036)	(80, 0.0534226395277509)	(85, 0.031304548587962534)	(90, 0.07036063613761426)	(95, 0.0038676980096326303)	(100, 0.004510756561430658)	(105, 0.014166345158735149)	(110, 0.05578132777452465)	(115, 0.026340493559784448)	(120, 0.02778698011529991)	(125, 0.010572095317484407)	(130, 0.05280456868289748)	(135, 0.01987958516585295)	(140, 0.052522635137473024)	(145, 0.02888070198550734)	(150, 4.641528193149575e-05)
trimmed_trimmomatic | fastqc_results | RNP_Cas2_S66_L002_R2_unpaired	(1, 0.0)	(2, 0.03475881864866683)	(3, 0.059986993474312106)	(4, 0.14772497925683403)	(5, 0.30610185455116273)	(6, 0.017940035431569978)	(7, 0.0028031305361828087)	(8, 0.011492835198349515)	(9, 0.029993496737156053)	(10, 0.044401587693135694)	(15, 0.11072365617922095)	(20, 0.04737290606148947)	(25, 0.017996098042293632)	(30, 0.10792052564303814)	(35, 0.04036507972103245)	(40, 0.07910434373107887)	(45, 0.05045634965129056)	(50, 0.06748245201703522)	(55, 0.047704571659205476)	(60, 0.05219351349629897)	(65, 0.029667834362198615)	(70, 0.10695389682338985)	(75, 0.14802866271675405)	(80, 0.0979701417733729)	(85, 0.11804845285659378)	(90, 0.07086085258224713)	(95, 0.0175026876786323)	(100, 0.03444387738510578)	(105, 0.08510272442904938)	(110, 0.05967069659081873)	(115, 0.03285927979058052)	(120, 0.027733890884168954)	(125, 0.022063964416587326)	(130, 0.10596914536452463)	(135, 0.027780848586478838)	(140, 0.07200410706205841)	(145, 0.034018019286164124)	(150, 0.0019656521935695653)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R1_paired	(1, 0.0)	(2, 0.00856107412633496)	(3, 0.020895641628754923)	(4, 0.04450817581445373)	(5, 0.0)	(6, 0.0004625462813407487)	(7, 0.19582372971144327)	(8, 0.0)	(9, 0.16229706015730122)	(10, 0.08892316215751969)	(15, 0.12051110525156171)	(20, 0.049630649141929314)	(25, 0.14392410966883903)	(30, 0.1252340655654479)	(35, 0.1325557877438375)	(40, 0.04504543238976594)	(45, 0.18461401127849952)	(50, 0.014355596360888866)	(55, 0.052863396300722176)	(60, 0.16358973497825657)	(65, 0.06321104251756764)	(70, 0.11081848522534007)	(75, 0.0043314664652967716)	(80, 0.02710002564151139)	(85, 0.03887154899640972)	(90, 0.0025051419637359576)	(95, 0.03037141525549259)	(100, 0.010892647931926364)	(105, 0.054307735084169834)	(110, 0.020750707645081787)	(115, 0.1267270415858612)	(120, 0.17698018222359493)	(125, 0.07411568591372225)	(130, 0.011797938264599172)	(135, 0.06886750918406358)	(140, 0.13679453397306882)	(145, 0.027553011127676105)	(150, 0.08504875599336881)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R1_unpaired	(1, 0.0)	(2, 0.0063049970535063275)	(3, 0.014794894076049501)	(4, 0.03364745952316743)	(5, 0.0)	(6, 0.0006866828474115802)	(7, 0.1299703353009918)	(8, 0.0)	(9, 0.1080589098972223)	(10, 0.06374913852515506)	(15, 0.09317661982241134)	(20, 0.03570750806540217)	(25, 0.16697629820513588)	(30, 0.1804727374424435)	(35, 0.13437759066710617)	(40, 0.04680679990810935)	(45, 0.16908628731809147)	(50, 0.017549131920515236)	(55, 0.04705314270217078)	(60, 0.14844248124403098)	(65, 0.060370009483176654)	(70, 0.10524780702968854)	(75, 0.005834980360894867)	(80, 0.024869084244729008)	(85, 0.0407616607465207)	(90, 0.004505137362870603)	(95, 0.029192681502459218)	(100, 0.011791809272844924)	(105, 0.04910348598263177)	(110, 0.02073320006194503)	(115, 0.11132757744150669)	(120, 0.18849609252384072)	(125, 0.07139322732555875)	(130, 0.014909395907130349)	(135, 0.06415556991995962)	(140, 0.13219022625718138)	(145, 0.03005250928033097)	(150, 0.07468668739124484)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R2_paired	(1, 0.0)	(2, 0.032852689739786486)	(3, 0.00209562941435876)	(4, 0.0005175303368432641)	(5, 0.17091368518507172)	(6, 0.005167934371303438)	(7, 0.0019193403291909007)	(8, 0.005416212889964281)	(9, 0.0029220907846955386)	(10, 0.001925915742013882)	(15, 0.006731295454560527)	(20, 0.035318016071658034)	(25, 0.019866249414398553)	(30, 0.09612391941380376)	(35, 0.002442312386991115)	(40, 0.01814711906874877)	(45, 0.04538485973445569)	(50, 0.0036395997107547874)	(55, 0.03075556813734851)	(60, 0.0025237127887854536)	(65, 0.027809805018588225)	(70, 0.10227427944768906)	(75, 0.1109753415139502)	(80, 0.052487274545459595)	(85, 0.031310210809287066)	(90, 0.06958557115439538)	(95, 0.003937504883760191)	(100, 0.0046775741891712345)	(105, 0.014201473922916897)	(110, 0.055404546269365515)	(115, 0.026190792264756478)	(120, 0.028389253497420257)	(125, 0.010394225653144327)	(130, 0.052926053270148855)	(135, 0.01992595077980332)	(140, 0.05238781883750247)	(145, 0.028777016910151654)	(150, 6.422002424843028e-05)
trimmed_trimmomatic | fastqc_results | RNP_Cas3_S67_L002_R2_unpaired	(1, 0.0)	(2, 0.03154073305744012)	(3, 0.04932208592203723)	(4, 0.14267418846117208)	(5, 0.30969189572506645)	(6, 0.013124331876250252)	(7, 0.0008467310887903388)	(8, 0.013124331876250252)	(9, 0.0290005397910691)	(10, 0.04263291032059356)	(15, 0.1039785777034536)	(20, 0.04568114224023878)	(25, 0.021506969655274606)	(30, 0.10440194324784877)	(35, 0.037383177570093455)	(40, 0.07582476900117484)	(45, 0.04712058509118235)	(50, 0.06351067885479048)	(55, 0.045217505384337865)	(60, 0.04840482869423956)	(65, 0.031084507990948626)	(70, 0.10356469110997173)	(75, 0.14254872219287765)	(80, 0.0969729990656372)	(85, 0.1109649345961046)	(90, 0.06377328719138811)	(95, 0.01630754437715373)	(100, 0.0347324818673793)	(105, 0.07728475279322991)	(110, 0.05761339351648346)	(115, 0.033874438400897204)	(120, 0.028766729222887356)	(125, 0.021991246099615554)	(130, 0.0979233787224335)	(135, 0.02652604961349698)	(140, 0.07011475319826498)	(145, 0.032907624469066275)	(150, 0.001785932211966341)
