Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
raw_fastq | fastqc_results | Plasmid_Ko_P4_S64_L002_R1_001	(1, 0.0022294462047361043)	(2, 0.008439987300836345)	(3, 0.020663502699217056)	(4, 0.04449964704981608)	(5, 0.0)	(6, 0.0004389454707878648)	(7, 0.19242427070532653)	(8, 0.0)	(9, 0.16203618322579225)	(10, 0.08894837311846354)	(15, 0.11982533508278867)	(20, 0.04973756434002366)	(25, 0.14564905097757289)	(30, 0.12728145628318863)	(35, 0.13336072705770488)	(40, 0.04562321519274426)	(45, 0.1859353174914083)	(50, 0.014837183551934516)	(55, 0.05313042270217378)	(60, 0.1650147299684341)	(65, 0.0633476845080834)	(70, 0.11051638454486719)	(75, 0.004416899132794198)	(80, 0.027307368118833303)	(85, 0.03905110206477469)	(90, 0.0026627705282521092)	(95, 0.030629300828641428)	(100, 0.010989012260763766)	(105, 0.05479295967175674)	(110, 0.02077757892326362)	(115, 0.12719036063181233)	(120, 0.17918547691293138)	(125, 0.07439290824156576)	(130, 0.012100346141982608)	(135, 0.06906191136565062)	(140, 0.13723832670812242)	(145, 0.02841109691844904)	(150, 0.08809991053613461)
raw_fastq | fastqc_results | Plasmid_Ko_P4_S64_L002_R2_001	(1, 0.06971710567854415)	(2, 0.03155447553844515)	(3, 0.0024303195557746184)	(4, 0.001484644191214699)	(5, 0.17262377944020085)	(6, 0.00495404935297867)	(7, 8.431720907789493e-05)	(8, 0.003561162124584033)	(9, 0.0066759390246380335)	(10, 0.0015390370574629882)	(15, 0.00600222799131956)	(20, 0.036372129406150755)	(25, 0.0196257397161152)	(30, 0.09596505286449283)	(35, 0.0028128882259829497)	(40, 0.01857193993050245)	(45, 0.04378873724778677)	(50, 0.0036329144162307123)	(55, 0.03210286805317334)	(60, 0.002587215695803878)	(65, 0.0280445650507516)	(70, 0.10152254890989174)	(75, 0.11258347879016312)	(80, 0.05330170236610457)	(85, 0.03146784373931414)	(90, 0.07021077467130217)	(95, 0.003956461040084517)	(100, 0.004422850935787931)	(105, 0.01472360331147076)	(110, 0.05448660714544039)	(115, 0.02729893639792551)	(120, 0.02766761752781513)	(125, 0.010934123410932665)	(130, 0.05349513596340091)	(135, 0.01969170553262908)	(140, 0.05264039092235637)	(145, 0.028377700690539756)	(150, 0.0014524052583319744)
raw_fastq | fastqc_results | RNP_Cas1_S65_L002_R1_001	(1, 0.002214710756435281)	(2, 0.008215678879740358)	(3, 0.020367497036480487)	(4, 0.04422654692455411)	(5, 0.0)	(6, 0.0004635588190939637)	(7, 0.19324015383676885)	(8, 0.0)	(9, 0.1620653489428576)	(10, 0.08808452348107554)	(15, 0.12021060419446991)	(20, 0.04934441336302589)	(25, 0.1445311891796442)	(30, 0.12627974645242482)	(35, 0.13305643251229288)	(40, 0.0454946617186158)	(45, 0.1847663239202561)	(50, 0.01460621348675878)	(55, 0.052732376945086167)	(60, 0.16407262819497798)	(65, 0.06314948590568067)	(70, 0.11069544282977148)	(75, 0.004388061694632165)	(80, 0.027329859589235284)	(85, 0.03891440317472399)	(90, 0.002666253726193931)	(95, 0.030661411920731876)	(100, 0.011093538036860402)	(105, 0.05474307122807026)	(110, 0.020739735400626062)	(115, 0.12715753586702566)	(120, 0.17923270909478245)	(125, 0.07437115084124289)	(130, 0.011922758123621664)	(135, 0.06923367959596087)	(140, 0.1372209994092882)	(145, 0.027896122299490036)	(150, 0.08847269865591847)
raw_fastq | fastqc_results | RNP_Cas1_S65_L002_R2_001	(1, 0.06979247983136527)	(2, 0.031609272709351294)	(3, 0.0024518656775270086)	(4, 0.001547514911763887)	(5, 0.17265320944663815)	(6, 0.004976458864188814)	(7, 8.158129285555433e-05)	(8, 0.0034808018285036515)	(9, 0.0066346460724621735)	(10, 0.0015544714561159109)	(15, 0.006078881420047747)	(20, 0.03670007186616246)	(25, 0.019917471858216823)	(30, 0.09585118904354889)	(35, 0.0028094320572210427)	(40, 0.01832138761861335)	(45, 0.04399647503043899)	(50, 0.0037268105333161366)	(55, 0.03220171732289457)	(60, 0.002585684294335034)	(65, 0.027898525469357095)	(70, 0.10217367599854206)	(75, 0.11099444775428394)	(80, 0.05264953082598479)	(85, 0.03123905806719903)	(90, 0.06997018791890333)	(95, 0.003919317087930328)	(100, 0.0044378958487175735)	(105, 0.014646181996126774)	(110, 0.05505775999803091)	(115, 0.027474429229132798)	(120, 0.028100644703439544)	(125, 0.010623275638663578)	(130, 0.05338679804467475)	(135, 0.019970594560541368)	(140, 0.052727317640102876)	(145, 0.028793769486150297)	(150, 0.001456131215503208)
raw_fastq | fastqc_results | RNP_Cas2_S66_L002_R1_001	(1, 0.0022695337901213605)	(2, 0.008137092139976434)	(3, 0.02047337331872237)	(4, 0.044546839423597155)	(5, 0.0)	(6, 0.00043156991270230005)	(7, 0.1944229350811924)	(8, 0.0)	(9, 0.16311757059892604)	(10, 0.08944996531825589)	(15, 0.12067494473371541)	(20, 0.049947668011632015)	(25, 0.14636548813449196)	(30, 0.1275062965946852)	(35, 0.13456418818938337)	(40, 0.045939996739234226)	(45, 0.18722330103593257)	(50, 0.014769618501228429)	(55, 0.053313086040142475)	(60, 0.16595559089066772)	(65, 0.06352709114977856)	(70, 0.11109864276984548)	(75, 0.004410699660522005)	(80, 0.027567665698389702)	(85, 0.03920447270233092)	(90, 0.0026473298159374317)	(95, 0.030986306086741404)	(100, 0.011000206912265014)	(105, 0.05525308242088412)	(110, 0.020939965198781343)	(115, 0.1282122512122685)	(120, 0.18048598453613304)	(125, 0.07477507158700397)	(130, 0.012055691794608818)	(135, 0.06950729889857223)	(140, 0.13815325043463605)	(145, 0.02826079731217707)	(150, 0.08900440040678705)
raw_fastq | fastqc_results | RNP_Cas2_S66_L002_R2_001	(1, 0.06983021798341209)	(2, 0.031918248911008126)	(3, 0.002418446092267841)	(4, 0.0015401392731260995)	(5, 0.17434114596441078)	(6, 0.004886529618584509)	(7, 8.893373600414809e-05)	(8, 0.0035104696413420316)	(9, 0.006503882678008783)	(10, 0.0015726793687803303)	(15, 0.006015505479672826)	(20, 0.03626510931607289)	(25, 0.019952456024732185)	(30, 0.0965978937030482)	(35, 0.0028119606388660404)	(40, 0.018583014372029548)	(45, 0.044021372031485824)	(50, 0.003685993123409133)	(55, 0.0321686421894322)	(60, 0.002583628442241437)	(65, 0.02832794572990423)	(70, 0.10264235435258283)	(75, 0.11281596010617365)	(80, 0.053612289462047893)	(85, 0.031553138007226755)	(90, 0.0706824651496782)	(95, 0.0039464517704042275)	(100, 0.004398152420248551)	(105, 0.01475045293641513)	(110, 0.05521020119313638)	(115, 0.027481903242894228)	(120, 0.02762612756515832)	(125, 0.010976077604046836)	(130, 0.05342394297618484)	(135, 0.019990511390836282)	(140, 0.05291722750360308)	(145, 0.028726837665191053)	(150, 0.001433280908159875)
raw_fastq | fastqc_results | RNP_Cas3_S67_L002_R1_001	(1, 0.0022642306969254517)	(2, 0.008609225170909824)	(3, 0.02079723316605056)	(4, 0.04435843949377062)	(5, 0.0)	(6, 0.0005081367950589002)	(7, 0.1948435990480807)	(8, 0.0)	(9, 0.16143248552891604)	(10, 0.08857507076742238)	(15, 0.12001418820902256)	(20, 0.04943342775332034)	(25, 0.14472329122619726)	(30, 0.12653255358510962)	(35, 0.13306893879027257)	(40, 0.045274652666535416)	(45, 0.18509711000611503)	(50, 0.014736750527537493)	(55, 0.05298937799909486)	(60, 0.16428588628953975)	(65, 0.06344155040952888)	(70, 0.11136690874068542)	(75, 0.004518723970685678)	(80, 0.027307875758247967)	(85, 0.03905367043240242)	(90, 0.002720658417244878)	(95, 0.03065463929257643)	(100, 0.011115100656498749)	(105, 0.054712118428510405)	(110, 0.020904344820868042)	(115, 0.12702155130705067)	(120, 0.17940888793596452)	(125, 0.07456470962312989)	(130, 0.012017882900759782)	(135, 0.06935440475890478)	(140, 0.13766981527363958)	(145, 0.02783974052699684)	(150, 0.08778538813360343)
raw_fastq | fastqc_results | RNP_Cas3_S67_L002_R2_001	(1, 0.07028404886017334)	(2, 0.03197736190138834)	(3, 0.002483042907132533)	(4, 0.0015809322092966884)	(5, 0.17219345737053232)	(6, 0.00512277998014226)	(7, 8.338368112750674e-05)	(8, 0.003560874919559231)	(9, 0.006857608245211193)	(10, 0.0015600023457116633)	(15, 0.006159983433845086)	(20, 0.03682245743471538)	(25, 0.019864343257060265)	(30, 0.09600472464248952)	(35, 0.002856310795132849)	(40, 0.018320122252340518)	(45, 0.044113772746193804)	(50, 0.0037720762702808486)	(55, 0.03242349257652155)	(60, 0.002634924323629213)	(65, 0.02790577592547366)	(70, 0.10249925012048242)	(75, 0.11134821736518435)	(80, 0.052694009496416346)	(85, 0.03152921658697957)	(90, 0.06989197767226776)	(95, 0.00401103487324357)	(100, 0.004535960328932169)	(105, 0.014781744138025086)	(110, 0.05478419774481391)	(115, 0.02736014445500843)	(120, 0.028222633913758184)	(125, 0.010788057547432206)	(130, 0.05353847912609023)	(135, 0.020014993505110767)	(140, 0.052696359908904505)	(145, 0.02859310369165355)	(150, 0.001513217944756901)
raw_fastq | fastqc_results | RNP_Cas4_S68_L002_R1_001	(1, 0.0022352559333260803)	(2, 0.008428434330084581)	(3, 0.020735461811198532)	(4, 0.044141880548459925)	(5, 0.0)	(6, 0.000467432717698001)	(7, 0.19284833800086665)	(8, 0.0)	(9, 0.1606607746060671)	(10, 0.08854091011420175)	(15, 0.11996203030609179)	(20, 0.04957191095990104)	(25, 0.14501556965903262)	(30, 0.1270615155857812)	(35, 0.13363706126832242)	(40, 0.04542555086823735)	(45, 0.1858300127100204)	(50, 0.01474194919150372)	(55, 0.05275618955975966)	(60, 0.16442183832964397)	(65, 0.06338961263936116)	(70, 0.11090848099427114)	(75, 0.004430847210450633)	(80, 0.027312472034891812)	(85, 0.03889809095352198)	(90, 0.002657043785118324)	(95, 0.030682503270869594)	(100, 0.011012006967408077)	(105, 0.05462177089728751)	(110, 0.02084164104472262)	(115, 0.1271917377032182)	(120, 0.17979939838114015)	(125, 0.07472284229945361)	(130, 0.012036575548367534)	(135, 0.06924509225547465)	(140, 0.13765954558754132)	(145, 0.02835388283909992)	(150, 0.08752219969785051)
raw_fastq | fastqc_results | RNP_Cas4_S68_L002_R2_001	(1, 0.06948149360643577)	(2, 0.0312746660766844)	(3, 0.002348147647130428)	(4, 0.0015548545230998781)	(5, 0.17277558106097365)	(6, 0.005080127121195638)	(7, 8.0549763363102e-05)	(8, 0.0035142885394553367)	(9, 0.006714921182178595)	(10, 0.0015383784351392434)	(15, 0.00600669349006332)	(20, 0.03650417639538979)	(25, 0.019686728301230142)	(30, 0.09589156420146883)	(35, 0.0028121631021402974)	(40, 0.018539748488977974)	(45, 0.044221453951054986)	(50, 0.0036824666817498134)	(55, 0.03211067498431659)	(60, 0.0025807656001153863)	(65, 0.028048403963800154)	(70, 0.10206106584960241)	(75, 0.11210000726656502)	(80, 0.05318993783096036)	(85, 0.03131188983096583)	(90, 0.07004497581468945)	(95, 0.003929608001159331)	(100, 0.00442035133219423)	(105, 0.01474976007764802)	(110, 0.05474955211280443)	(115, 0.027441229611176773)	(120, 0.027889623293898037)	(125, 0.01086042695817024)	(130, 0.05370911766936436)	(135, 0.01974714062375247)	(140, 0.05243447868669127)	(145, 0.02847946724288876)	(150, 0.0014407423583354835)
trimmed_fastp | fastqc_results | Control_MNP_III_S56_L002_R1_filtered	(1, 0.0017656362569270115)	(2, 0.006782562312277849)	(3, 0.020635257259727976)	(4, 0.04428279468275644)	(5, 0.0)	(6, 7.587607464232967e-07)	(7, 0.1959309937451558)	(8, 0.0)	(9, 0.16308727607547696)	(10, 0.0898463775054754)	(15, 0.11972637569962483)	(20, 0.04921018697002933)	(25, 0.1451067709153348)	(30, 0.12545972365174854)	(35, 0.13325872185993506)	(40, 0.04404924812500735)	(45, 0.18624495756061457)	(50, 0.01196969409256676)	(55, 0.05159540842034515)	(60, 0.1638040106538773)	(65, 0.06069495239776731)	(70, 0.10951558331180626)	(75, 0.0020363268491006606)	(80, 0.026806737394334805)	(85, 0.03723929495659694)	(90, 0.0003362741420012817)	(95, 0.02837331589862703)	(100, 0.009202400810689938)	(105, 0.051744681604511435)	(110, 0.017937912745735793)	(115, 0.12703627802634723)	(120, 0.17793648680989824)	(125, 0.07068018721612335)	(130, 0.01050629759730385)	(135, 0.06856886249894883)	(140, 0.1366741999486188)	(145, 0.026038859828646684)	(150, 0.08649693225688532)
trimmed_fastp | fastqc_results | Control_MNP_III_S56_L002_R2_filtered	(1, 0.05806795992377489)	(2, 0.027436029829919988)	(3, 0.0)	(4, 0.0005394788907069639)	(5, 0.17357410835179335)	(6, 0.0047437721866384515)	(7, 3.490299433547165e-05)	(8, 0.0007102000586522057)	(9, 0.001785364036334017)	(10, 0.0009052015704829929)	(15, 0.002219223431138858)	(20, 0.03382176027181845)	(25, 0.018347897113560305)	(30, 0.09512355849684943)	(35, 0.0011483085136370173)	(40, 0.016142786632304923)	(45, 0.04297120085648913)	(50, 0.0019206126369126855)	(55, 0.028605233394039083)	(60, 0.0011046827550577757)	(65, 0.02734873947194927)	(70, 0.1011763736547526)	(75, 0.1123586439731762)	(80, 0.05260913962877624)	(85, 0.028440997087972958)	(90, 0.06963824381943752)	(95, 0.0013355465160026473)	(100, 0.00227965241772137)	(105, 0.012122602555651323)	(110, 0.05296715731179369)	(115, 0.026008701292880923)	(120, 0.02612618082110547)	(125, 0.009110245288165777)	(130, 0.05096715643471762)	(135, 0.017855120813140998)	(140, 0.051118389733208106)	(145, 0.02705201041512826)	(150, 0.00020746078767737834)
trimmed_fastp | fastqc_results | Control_MNP_II_S55_L002_R1_filtered	(1, 0.0016745095485393633)	(2, 0.0067210636929282645)	(3, 0.019389057930455783)	(4, 0.04351660471140134)	(5, 0.0)	(6, 1.5879654324697613e-06)	(7, 0.19524034992215714)	(8, 0.0)	(9, 0.16402968332968024)	(10, 0.08947581785102766)	(15, 0.1190129276742247)	(20, 0.04884264077190492)	(25, 0.14260977640763886)	(30, 0.12308224789147171)	(35, 0.13192086348859838)	(40, 0.04357107192573505)	(45, 0.1845987583730043)	(50, 0.011815426796321698)	(55, 0.051127670995823195)	(60, 0.16318017019389372)	(65, 0.06070379534777729)	(70, 0.10907199210210036)	(75, 0.0020287963165928017)	(80, 0.026500069229577185)	(85, 0.03706163109115182)	(90, 0.00032267572676400463)	(95, 0.028195063118312116)	(100, 0.009135365373737103)	(105, 0.051569042452172136)	(110, 0.017758233807004337)	(115, 0.12667862883592176)	(120, 0.17631603846280708)	(125, 0.07028278876089257)	(130, 0.0103109749081686)	(135, 0.06831254948281239)	(140, 0.13655251886390346)	(145, 0.025843682764868436)	(150, 0.08668827065187505)
trimmed_fastp | fastqc_results | Control_MNP_II_S55_L002_R2_filtered	(1, 0.05706353781580087)	(2, 0.026653999784004942)	(3, 0.0)	(4, 0.0005899291581625163)	(5, 0.17323194301084247)	(6, 0.0046209794084870045)	(7, 3.9699135811744026e-05)	(8, 0.0006756792915158834)	(9, 0.0018491857461110368)	(10, 0.0009145092925593356)	(15, 0.0021910747037217765)	(20, 0.03416094756946249)	(25, 0.018358627161326156)	(30, 0.0947939140843689)	(35, 0.001151274938540577)	(40, 0.015360230831736753)	(45, 0.042913177847062826)	(50, 0.0019195880972731184)	(55, 0.02856468131805583)	(60, 0.0011106107880225306)	(65, 0.027030633674334496)	(70, 0.10116310547249358)	(75, 0.11142076230919928)	(80, 0.05190433623684739)	(85, 0.028153403138295858)	(90, 0.06923411622280719)	(95, 0.0013372998625808446)	(100, 0.0022729937006785547)	(105, 0.012195643313362701)	(110, 0.05307749711557871)	(115, 0.025858439527807607)	(120, 0.026504982838917432)	(125, 0.008974212617324374)	(130, 0.05112193300644473)	(135, 0.01804249880800847)	(140, 0.05075905303384201)	(145, 0.02730623949032495)	(150, 0.00020667198901214525)
trimmed_fastp | fastqc_results | Control_MNP_I_S54_L002_R1_filtered	(1, 0.001765435561783957)	(2, 0.006762515880731767)	(3, 0.020320705158472507)	(4, 0.04413022800523452)	(5, 0.0)	(6, 1.617439818400327e-06)	(7, 0.19510044321490264)	(8, 0.0)	(9, 0.16283817987718052)	(10, 0.08956945005550043)	(15, 0.1204069106571937)	(20, 0.049011014401239346)	(25, 0.14325567425182592)	(30, 0.12438451865860378)	(35, 0.13214628885914326)	(40, 0.04365874429817082)	(45, 0.1847489901211224)	(50, 0.01194857819554554)	(55, 0.05132981877266887)	(60, 0.16266859846410425)	(65, 0.06084231753310178)	(70, 0.10909164489908778)	(75, 0.0020352860708210967)	(80, 0.026357345482630527)	(85, 0.036968184060647655)	(90, 0.00032713555640125313)	(95, 0.028343860596674885)	(100, 0.009229792579295478)	(105, 0.05176902396482829)	(110, 0.01784371986195065)	(115, 0.12665325227493957)	(120, 0.1774789902748758)	(125, 0.0702870507263204)	(130, 0.010448920763975598)	(135, 0.0683480813667191)	(140, 0.13655467548380887)	(145, 0.025896717502188027)	(150, 0.08630805755329227)
trimmed_fastp | fastqc_results | Control_MNP_I_S54_L002_R2_filtered	(1, 0.05853999934736303)	(2, 0.02730804517396192)	(3, 0.0)	(4, 0.0005766172952597166)	(5, 0.17275955572324814)	(6, 0.0046921929131793485)	(7, 4.852319455200981e-05)	(8, 0.0006340364088129281)	(9, 0.00183013315451997)	(10, 0.0009138534973961847)	(15, 0.0022252737021551698)	(20, 0.0342382895638618)	(25, 0.01830165503316338)	(30, 0.09456928002213952)	(35, 0.0011398098400267104)	(40, 0.0164302771632742)	(45, 0.04309409605756727)	(50, 0.0019340090176777707)	(55, 0.028601626487886243)	(60, 0.0011140120598740744)	(65, 0.02696441724483415)	(70, 0.101198483453389)	(75, 0.11138486120742246)	(80, 0.052235462103240954)	(85, 0.02819995766399347)	(90, 0.06915829611330265)	(95, 0.001353133470229285)	(100, 0.0022686089321471343)	(105, 0.012129473706517907)	(110, 0.05327973007702721)	(115, 0.026071613313998866)	(120, 0.02650369941353423)	(125, 0.008905291822427497)	(130, 0.051152713573201246)	(135, 0.017946189172971423)	(140, 0.05081100712463405)	(145, 0.027105224164884225)	(150, 0.00023035406845739806)
trimmed_fastp | fastqc_results | Only_MNP_C1_S57_L002_R1_filtered	(1, 0.0017740857250102759)	(2, 0.006605166742292131)	(3, 0.020224222625292054)	(4, 0.0438973175495796)	(5, 0.0)	(6, 8.865995627237761e-07)	(7, 0.19388957177249988)	(8, 0.0)	(9, 0.16200301849913926)	(10, 0.08772548033326674)	(15, 0.11927725361174286)	(20, 0.04802195603528315)	(25, 0.14156849445756914)	(30, 0.12279953635453188)	(35, 0.1304173771173671)	(40, 0.04325293698739196)	(45, 0.18257017783529286)	(50, 0.011651891932681815)	(55, 0.05066128198300087)	(60, 0.16174147847652673)	(65, 0.06060547981930512)	(70, 0.10857736773888964)	(75, 0.0020024088228612212)	(80, 0.02628553817260345)	(85, 0.03688071432332173)	(90, 0.0003361402675987771)	(95, 0.027805752693726007)	(100, 0.009268715347896712)	(105, 0.05139959144207842)	(110, 0.01755104746907813)	(115, 0.12576648596950782)	(120, 0.1764298451291478)	(125, 0.06985085714490862)	(130, 0.010117079447221865)	(135, 0.06823646435230225)	(140, 0.13650054147665078)	(145, 0.025136646706801918)	(150, 0.08664017697318309)
trimmed_fastp | fastqc_results | Only_MNP_C1_S57_L002_R2_filtered	(1, 0.05828860165171193)	(2, 0.02732322532402133)	(3, 0.0)	(4, 0.0005691969192686642)	(5, 0.17211911950981754)	(6, 0.004698977682436013)	(7, 5.496917288887411e-05)	(8, 0.0006773620659209649)	(9, 0.0017909311167020275)	(10, 0.0008988346366893641)	(15, 0.002188305040714824)	(20, 0.03438658672032911)	(25, 0.018410062600046666)	(30, 0.09411236626321628)	(35, 0.001127045364134464)	(40, 0.015876515689607205)	(45, 0.042986425158837195)	(50, 0.0019042717991221594)	(55, 0.028681369627651606)	(60, 0.0010856006704277946)	(65, 0.02635605900433733)	(70, 0.1010033502655619)	(75, 0.10951144548386973)	(80, 0.050881585939905)	(85, 0.027811747833161368)	(90, 0.06876258306670413)	(95, 0.0013509608614358597)	(100, 0.0022209391395821405)	(105, 0.011855772444902291)	(110, 0.053027778773835826)	(115, 0.02603566057440121)	(120, 0.027192924758402123)	(125, 0.008730218680468712)	(130, 0.051181284294256765)	(135, 0.01812575439742935)	(140, 0.05076571164238153)	(145, 0.027460271919183193)	(150, 0.00023718383853894468)
trimmed_fastp | fastqc_results | Only_MNP_C2_S58_L002_R1_filtered	(1, 0.0018791674392294412)	(2, 0.006566697009001245)	(3, 0.02063676581869395)	(4, 0.04408688050151513)	(5, 0.0)	(6, 1.6622445282878738e-06)	(7, 0.19647480987683424)	(8, 0.0)	(9, 0.1647666643774789)	(10, 0.09031223858867261)	(15, 0.11997183393136597)	(20, 0.04934439372003685)	(25, 0.14605261680465553)	(30, 0.12654617726519735)	(35, 0.1339079258320787)	(40, 0.04434934891253179)	(45, 0.18672657684069)	(50, 0.012007166110537619)	(55, 0.05193132326318598)	(60, 0.164977246303858)	(65, 0.06107722764380327)	(70, 0.10924452138091974)	(75, 0.0020137487207950535)	(80, 0.026890017095310213)	(85, 0.037543308553060185)	(90, 0.00032742610624627715)	(95, 0.028500661396105027)	(100, 0.009218266989308627)	(105, 0.05225824970987794)	(110, 0.01800997772489183)	(115, 0.1280905100012482)	(120, 0.17875585904031707)	(125, 0.07096871954647269)	(130, 0.010549684379167281)	(135, 0.06852814755038)	(140, 0.1372183504179148)	(145, 0.026164270346881718)	(150, 0.08731690379636622)
trimmed_fastp | fastqc_results | Only_MNP_C2_S58_L002_R2_filtered	(1, 0.05841709057988489)	(2, 0.027235876595996814)	(3, 8.311222641439369e-07)	(4, 0.0005718121177310286)	(5, 0.17599013943247863)	(6, 0.004567016841470933)	(7, 5.485406943349983e-05)	(8, 0.0006698845449000132)	(9, 0.0017054628860233585)	(10, 0.0009188887752375366)	(15, 0.0021815297189250057)	(20, 0.033836815842280786)	(25, 0.018653043198635203)	(30, 0.09552121426696833)	(35, 0.0011467825000658041)	(40, 0.016052295409676)	(45, 0.0427228426416021)	(50, 0.0019395505159921708)	(55, 0.028670488758840523)	(60, 0.0010991658058433554)	(65, 0.027396005789477356)	(70, 0.10198643744062867)	(75, 0.11289110415618402)	(80, 0.05296481007971551)	(85, 0.028658282459326424)	(90, 0.07016025585825982)	(95, 0.0013369158273390993)	(100, 0.002218855385354075)	(105, 0.012144054819906184)	(110, 0.05351620172162062)	(115, 0.026003094768561826)	(120, 0.026218093808376804)	(125, 0.009130552998483319)	(130, 0.05082625714481913)	(135, 0.018103967843010587)	(140, 0.051314582540374125)	(145, 0.027281180236745164)	(150, 0.00021386716010680484)
trimmed_fastp | fastqc_results | Only_MNP_C3_S59_L002_R1_filtered	(1, 0.001768841708426392)	(2, 0.006618627512418234)	(3, 0.020029410738173905)	(4, 0.04396729864327795)	(5, 0.0)	(6, 2.4555877488566293e-06)	(7, 0.19387110835997973)	(8, 0.0)	(9, 0.16008385799421176)	(10, 0.08700736735258763)	(15, 0.11929441730965412)	(20, 0.04758290604469445)	(25, 0.1400045169718111)	(30, 0.12189455732399346)	(35, 0.12972820965454596)	(40, 0.042807442696568)	(45, 0.1816930301841501)	(50, 0.011580871738553001)	(55, 0.05044769438186813)	(60, 0.1601503125888815)	(65, 0.060606441189583256)	(70, 0.10890715883470503)	(75, 0.002028159299555114)	(80, 0.026088947438037986)	(85, 0.0363981581970693)	(90, 0.0003338416232152828)	(95, 0.027643704016764078)	(100, 0.009343681294704942)	(105, 0.05069444727028227)	(110, 0.017413630361953602)	(115, 0.12449184431384727)	(120, 0.17576360500329158)	(125, 0.06986996325500384)	(130, 0.010057647806094588)	(135, 0.06821855292695107)	(140, 0.13595039617297458)	(145, 0.02469202630900458)	(150, 0.08516000281367235)
trimmed_fastp | fastqc_results | Only_MNP_C3_S59_L002_R2_filtered	(1, 0.058280101102113624)	(2, 0.027285672536045247)	(3, 0.0)	(4, 0.0005975263522217798)	(5, 0.1712903419507438)	(6, 0.004805585224512424)	(7, 4.911175497713259e-05)	(8, 0.0006711939846874786)	(9, 0.001741830243188969)	(10, 0.0009010369979804593)	(15, 0.002184981978932629)	(20, 0.034925660846137914)	(25, 0.018228973800712225)	(30, 0.09338485614806814)	(35, 0.0011623115344588045)	(40, 0.015724601708578312)	(45, 0.04327580513319992)	(50, 0.001903134245658736)	(55, 0.02897572908712955)	(60, 0.0010995840453107261)	(65, 0.026277838388213043)	(70, 0.1007882405905278)	(75, 0.10846611243966599)	(80, 0.05064736787546697)	(85, 0.02767470099965279)	(90, 0.06839277654963559)	(95, 0.0013688020834738627)	(100, 0.0022343461316196313)	(105, 0.011798677371574178)	(110, 0.053073488035422556)	(115, 0.026075068155248137)	(120, 0.02769604335839137)	(125, 0.00867202207062046)	(130, 0.05110137378507024)	(135, 0.018243943007037407)	(140, 0.05082895233443119)	(145, 0.02753906878264237)	(150, 0.00023561284704845862)
trimmed_fastp | fastqc_results | Only_MNP_C4_S60_L002_R1_filtered	(1, 0.0017495480660156921)	(2, 0.006728518822869104)	(3, 0.02033038109443354)	(4, 0.043503153552065736)	(5, 0.0)	(6, 8.323254357829174e-07)	(7, 0.19360555496659285)	(8, 0.0)	(9, 0.1629992840419834)	(10, 0.08862484714655494)	(15, 0.11947016193632122)	(20, 0.04856119522531853)	(25, 0.14369832304652616)	(30, 0.12459628783022107)	(35, 0.13180539135971123)	(40, 0.04368992737985542)	(45, 0.18419545005471832)	(50, 0.011762553360491023)	(55, 0.051144219590399734)	(60, 0.16278526357846335)	(65, 0.06052362131817401)	(70, 0.1087552351576036)	(75, 0.001978488831830643)	(80, 0.026538409283792)	(85, 0.03708644857619078)	(90, 0.00031646663110244933)	(95, 0.028304325971107207)	(100, 0.009220834381115543)	(105, 0.05170485540130173)	(110, 0.017613886912668176)	(115, 0.12604403844114617)	(120, 0.17783800333057578)	(125, 0.07026922545969357)	(130, 0.01028951887731841)	(135, 0.06856869843911317)	(140, 0.13674235451204433)	(145, 0.025973147147816653)	(150, 0.08698264244739913)
trimmed_fastp | fastqc_results | Only_MNP_C4_S60_L002_R2_filtered	(1, 0.05779584593532999)	(2, 0.027440937292326998)	(3, 0.0)	(4, 0.0005718075743828642)	(5, 0.17350489569243538)	(6, 0.0048141703205683934)	(7, 2.5802088509270437e-05)	(8, 0.0007207938273880064)	(9, 0.001722081326634856)	(10, 0.0009072347250033798)	(15, 0.002155057018329129)	(20, 0.0341173525429161)	(25, 0.01839838729289423)	(30, 0.09461342865701303)	(35, 0.001120975896912433)	(40, 0.01621852697657877)	(45, 0.042937172255733354)	(50, 0.0018396202546991367)	(55, 0.028555680408680225)	(60, 0.001080024311407214)	(65, 0.026816092667970963)	(70, 0.10097407230616887)	(75, 0.11088453729146373)	(80, 0.0519500144923924)	(85, 0.028041444930962677)	(90, 0.0689884988933898)	(95, 0.0013259461171272991)	(100, 0.0022287477678053272)	(105, 0.012000792308827484)	(110, 0.053373366677309964)	(115, 0.02607152355949323)	(120, 0.026508195527530733)	(125, 0.009001526298886432)	(130, 0.05092201196369021)	(135, 0.018004607887986603)	(140, 0.050949323545613656)	(145, 0.027354679365336254)	(150, 0.00022546392325473898)
